index,sr_template,sa_template,sr_def,sa_def,seed,sampled_sr_raw,sampled_sa_raw
0,0.01,0.01,"{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234634,6.713354603284722,0.9590490032778425
1,1.82635,1.82635,"{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234635,4.553188484639399,0.650454375788969
2,3.39833,3.39833,"{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234636,7.630268072436313,1.0900364157782345
3,2.96374090124762,0.740935225311906,"{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234637,4.535839476722084,0.647975950361714
4,5.7972050891626,0.828172155594657,"{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234638,3.1506872682574816,0.4500974047734766
5,2.22057,0.679177,"{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234639,9.617206656331533,1.37388429527601
6,4.1303,1.2633,"{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234640,8.711423674276608,1.2444869496180326
7,"gamma (1.82635,10%*1.82635)","gamma (1.82635,10%*1.82635)","{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234641,1.528299345399946,1.528299345399946
8,"gamma (1.82635,30%*1.82635)","gamma (1.82635,30%*1.82635)","{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234642,1.511777786541867,1.511777786541867
9,"gamma (1.82635,50%*1.82635)","gamma (1.82635,50%*1.82635)","{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234643,2.8751583708198285,2.8751583708198285
10,"gamma (3.39833,10%*3.39833)","gamma (3.39833,10%*3.39833)","{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234644,3.734544992303708,3.734544992303708
11,"gamma (3.39833,30%*3.39833)","gamma (3.39833,30%*3.39833)","{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234645,5.177785881158333,5.177785881158333
12,"gamma (3.39833,50%*3.39833)","gamma (3.39833,50%*3.39833)","{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234646,2.6044114301169907,2.6044114301169907
13,"gamma (2.96374,10%*2.96374)","gamma (0.74093,10%*0.74093)","{'dist': 'gamma', 'mean': 5.7972, 'sigma': 2.8986}","{'dist': 'gamma', 'mean': 0.82817, 'sigma': 0.414085}",235234647,3.0351253734928267,0.7587762229419717
